Session name,R2 score
sub-Monkey-N_ses-20200127_ecephys,0.07239389667702156
sub-Monkey-N_ses-20200130_ecephys,0.07381581599179965
sub-Monkey-N_ses-20200204_ecephys,0.0616891441387063
