session,index_r2,mrs_r2
sub-Monkey-N_ses-20220921_obj-1k78ex8_ecephys,0.038909048936272006,0.13064966609127582
sub-Monkey-N_ses-20220921_obj-iknmjb_ecephys,0.026496688497643972,0.11627803298785766
sub-Monkey-N_ses-20220923_ecephys,-0.02225982148696737,0.1977918483372031
sub-Monkey-N_ses-20220926_ecephys,0.07614017730072908,0.15584588162871238
sub-Monkey-N_ses-20220927_ecephys,0.1033255149749458,0.1929313573201813
sub-Monkey-N_ses-20220930_ecephys,0.01937234127277121,0.1595576774891272
sub-Monkey-N_ses-20221003_ecephys,0.10103670100341278,0.2742954353802336
sub-Monkey-N_ses-20221010_ecephys,0.057008737816093724,0.15076454189811694
sub-Monkey-N_ses-20221012_ecephys,-0.003474893709605409,0.18668597530956277
sub-Monkey-N_ses-20221025_ecephys,0.03431260398034397,0.13731162536868768
sub-Monkey-N_ses-20221027_ecephys,0.06920872876267825,0.16242610934242185
sub-Monkey-N_ses-20221101_ecephys,0.02697103945399293,0.27969586359900367
sub-Monkey-N_ses-20221102_obj-3s4gm4_ecephys,0.06272036210566623,0.16019686843784697
sub-Monkey-N_ses-20221102_obj-ndh6o5_ecephys,0.10770588440619144,0.17560097427718113
sub-Monkey-N_ses-20221104_ecephys,0.0055914913450748616,0.04533333741365486
sub-Monkey-N_ses-20221107_ecephys,0.11028690659289286,0.2115280217731933
sub-Monkey-N_ses-20221109_ecephys,0.016081444976506987,0.22051338818512045
sub-Monkey-N_ses-20221209_ecephys,-0.010202621610131635,0.1736482870450693
sub-Monkey-N_ses-20230110_ecephys,0.012148266139085595,0.11652557626149207
sub-Monkey-N_ses-20230113_ecephys,-0.04998387175970698,-0.1072089111126111
sub-Monkey-N_ses-20230117_ecephys,-0.09552773191442565,0.1673526053893365
sub-Monkey-N_ses-20230123_ecephys,0.04530035084562878,0.22246301758625764
sub-Monkey-N_ses-20230124_ecephys,0.039416536901822785,0.1596088819839796
sub-Monkey-N_ses-20230127_ecephys,-0.1490750582224527,1.362387539327603e-05
sub-Monkey-N_ses-20230130_ecephys,0.06147588533591375,0.18415962559645416
sub-Monkey-N_ses-20230131_ecephys,0.01341638110349197,0.185643933003095
sub-Monkey-N_ses-20230203_ecephys,0.02955720964383901,0.16022481686482792
sub-Monkey-N_ses-20230206_ecephys,-0.014168525811981247,0.1899645282358362
sub-Monkey-N_ses-20230207_ecephys,0.003453139504220548,0.1870458548199605
sub-Monkey-N_ses-20230210_ecephys,-0.16085971789607667,0.05189822061019056
sub-Monkey-N_ses-20230213_ecephys,0.07607016648899767,0.08780222042871177
sub-Monkey-N_ses-20230214_ecephys,0.05680846955632757,0.15421130153167573
sub-Monkey-N_ses-20230220_ecephys,0.07032460012734587,0.15603746250815387
sub-Monkey-N_ses-20230224_ecephys,0.0642376362964765,0.16115331378750097
sub-Monkey-N_ses-20230306_ecephys,0.05278242405798328,0.09200691746289169
sub-Monkey-N_ses-20230310_ecephys,0.014315488615056493,0.10973148347303785
sub-Monkey-N_ses-20230313_ecephys,0.1247270779551456,0.17456639695925746
sub-Monkey-N_ses-20230314_ecephys,0.0678109166977584,0.11655603513231894
sub-Monkey-N_ses-20230317_ecephys,-0.0420719413297197,0.04630788808366304
sub-Monkey-N_ses-20230320_ecephys,0.03557246154369342,0.15114472769323628
sub-Monkey-N_ses-20230328_ecephys,-0.03903495811909896,0.06144440129696427
sub-Monkey-N_ses-20230404_ecephys,0.08261983103701331,0.09399164095276447
sub-Monkey-N_ses-20230405_ecephys,0.07043364500455862,0.13892700973832928
sub-Monkey-N_ses-20230407_ecephys,0.047698402427195585,0.14978400830776506
sub-Monkey-N_ses-20230411_ecephys,0.05134825072739846,0.19016886114099207
sub-Monkey-N_ses-20230413_ecephys,0.07860919455979132,0.1192630871613275
sub-Monkey-N_ses-20230414_ecephys,0.09380551103254331,0.16632200113340845
sub-Monkey-N_ses-20230417_ecephys,0.05143531266662027,0.142699908393483
sub-Monkey-N_ses-20230425_ecephys,0.039936846240514634,0.03513364281296327
sub-Monkey-N_ses-20230426_ecephys,0.08789119728910566,0.07138313224485349
sub-Monkey-N_ses-20230502_ecephys,0.046034543065042954,0.09399212997143025
sub-Monkey-N_ses-20230508_ecephys,0.025905136753988756,0.13344379418292673
sub-Monkey-N_ses-20230517_ecephys,0.01402055733516383,0.06761540192377125
sub-Monkey-N_ses-20230519_ecephys,-0.04282375663035576,-0.0895701827240194
sub-Monkey-N_ses-20230606_ecephys,0.015146472622895701,0.1039426827883182
sub-Monkey-N_ses-20230608_ecephys,0.012483090051702783,0.07689532761665407
sub-Monkey-N_ses-20230612_ecephys,0.0795968590547107,0.12690281389453928
sub-Monkey-N_ses-20230613_ecephys,0.06527583367324996,0.1110304151004794
sub-Monkey-N_ses-20230616_ecephys,0.04050986148726632,0.16928472004250195
sub-Monkey-N_ses-20230619_ecephys,0.0500571093946105,0.11914438138885264
sub-Monkey-N_ses-20230620_ecephys,0.03953987844843676,0.19879941665675926
sub-Monkey-N_ses-20230621_ecephys,0.04987504995091108,0.1671234850119928
sub-Monkey-N_ses-20230622_ecephys,0.007409257971163208,0.07628510892257556
